atc_name|atc_code|level
isoniazid|J04AC01|7
ftivazide|J04AC02|7
isoniazid, combinations|J04AC51|7
Thiocarbamide derivatives|J04AD|5
protionamide|J04AD01|7
tiocarlide|J04AD02|7
ethionamide|J04AD03|7
Other drugs for treatment of tuberculosis|J04AK|5
pyrazinamide|J04AK01|7
ethambutol|J04AK02|7
terizidone|J04AK03|7
morinamide|J04AK04|7
bedaquiline|J04AK05|7
delamanid|J04AK06|7
thioacetazone|J04AK07|7
pretomanid|J04AK08|7
Combinations of drugs for treatment of tuberculosis|J04AM|5
streptomycin and isoniazid|J04AM01|7
rifampicin and isoniazid|J04AM02|7
ethambutol and isoniazid|J04AM03|7
thioacetazone and isoniazid|J04AM04|7
rifampicin, pyrazinamide and isoniazid|J04AM05|7
rifampicin, pyrazinamide, ethambutol and isoniazid|J04AM06|7
rifampicin, ethambutol and isoniazid|J04AM07|7
isoniazid, sulfamethoxazole and trimethoprim|J04AM08|7
pyrazinamide, ethambutol, isoniazid and lomefloxacin|J04AM09|7
pyrazinamide, ethambutol, protionamide and lomefloxacin|J04AM10|7
rifabutin, pyrazinamide and protionamide|J04AM11|7
rifampicin, pyrazinamide, isoniazid and levofloxacin|J04AM12|7
DRUGS FOR TREATMENT OF LEPRA|J04B|4
Drugs for treatment of lepra|J04BA|5
clofazimine|J04BA01|7
dapsone|J04BA02|7
aldesulfone sodium|J04BA03|7
dapsone and rifampicin|J04BA50|7
dapsone, rifampicin and clofazimine|J04BA51|7
ANTIVIRALS FOR SYSTEMIC USE|J05|3
DIRECT ACTING ANTIVIRALS|J05A|4
Thiosemicarbazones|J05AA|5
metisazone|J05AA01|7
Nucleosides and nucleotides excl. reverse transcriptase inhibitors|J05AB|5
aciclovir|J05AB01|7
idoxuridine|J05AB02|7
vidarabine|J05AB03|7
ganciclovir|J05AB06|7
famciclovir|J05AB09|7
valaciclovir|J05AB11|7
cidofovir|J05AB12|7
penciclovir|J05AB13|7
valganciclovir|J05AB14|7
brivudine|J05AB15|7
remdesivir|J05AB16|7
brincidofovir|J05AB17|7
molnupiravir|J05AB18|7
Cyclic amines|J05AC|5
rimantadine|J05AC02|7
tromantadine|J05AC03|7
Phosphonic acid derivatives|J05AD|5
foscarnet|J05AD01|7
fosfonet|J05AD02|7
Protease inhibitors|J05AE|5
saquinavir|J05AE01|7
indinavir|J05AE02|7
ritonavir|J05AE03|7
nelfinavir|J05AE04|7
amprenavir|J05AE05|7
fosamprenavir|J05AE07|7
atazanavir|J05AE08|7
tipranavir|J05AE09|7
darunavir|J05AE10|7
ensitrelvir|J05AE16|7
nirmatrelvir and ritonavir|J05AE30|7
Nucleoside and nucleotide reverse transcriptase inhibitors|J05AF|5
zidovudine|J05AF01|7
didanosine|J05AF02|7
zalcitabine|J05AF03|7
stavudine|J05AF04|7
lamivudine|J05AF05|7
abacavir|J05AF06|7
tenofovir disoproxil|J05AF07|7
adefovir dipivoxil|J05AF08|7
emtricitabine|J05AF09|7
entecavir|J05AF10|7
telbivudine|J05AF11|7
clevudine|J05AF12|7
tenofovir alafenamide|J05AF13|7
Non-nucleoside reverse transcriptase inhibitors|J05AG|5
nevirapine|J05AG01|7
delavirdine|J05AG02|7
efavirenz|J05AG03|7
etravirine|J05AG04|7
rilpivirine|J05AG05|7
doravirine|J05AG06|7
elsulfavirine|J05AG07|7
Neuraminidase inhibitors|J05AH|5
zanamivir|J05AH01|7
oseltamivir|J05AH02|7
peramivir|J05AH03|7
laninamivir|J05AH04|7
Integrase inhibitors|J05AJ|5
raltegravir|J05AJ01|7
elvitegravir|J05AJ02|7
dolutegravir|J05AJ03|7
cabotegravir|J05AJ04|7
Antivirals for treatment of HCV infections|J05AP|5
ribavirin|J05AP01|7
telaprevir|J05AP02|7
boceprevir|J05AP03|7
faldaprevir|J05AP04|7
simeprevir|J05AP05|7
asunaprevir|J05AP06|7
daclatasvir|J05AP07|7
sofosbuvir|J05AP08|7
dasabuvir|J05AP09|7
elbasvir|J05AP10|7
grazoprevir|J05AP11|7
coblopasvir|J05AP12|7
ravidasvir|J05AP13|7
narlaprevir|J05AP14|7
sofosbuvir and ledipasvir|J05AP51|7
dasabuvir, ombitasvir, paritaprevir and ritonavir|J05AP52|7
ombitasvir, paritaprevir and ritonavir|J05AP53|7
elbasvir and grazoprevir|J05AP54|7
sofosbuvir and velpatasvir|J05AP55|7
sofosbuvir, velpatasvir and voxilaprevir|J05AP56|7
glecaprevir and pibrentasvir|J05AP57|7
daclatasvir, asunaprevir and beclabuvir|J05AP58|7
Antivirals for treatment of HIV infections, combinations|J05AR|5
zidovudine and lamivudine|J05AR01|7
lamivudine and abacavir|J05AR02|7
tenofovir disoproxil and emtricitabine|J05AR03|7
zidovudine, lamivudine and abacavir|J05AR04|7
zidovudine, lamivudine and nevirapine|J05AR05|7
emtricitabine, tenofovir disoproxil and efavirenz|J05AR06|7
stavudine, lamivudine and nevirapine|J05AR07|7
emtricitabine, tenofovir disoproxil and rilpivirine|J05AR08|7
emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat|J05AR09|7
lopinavir and ritonavir|J05AR10|7
lamivudine, tenofovir disoproxil and efavirenz|J05AR11|7
lamivudine and tenofovir disoproxil|J05AR12|7
lamivudine, abacavir and dolutegravir|J05AR13|7
darunavir and cobicistat|J05AR14|7
atazanavir and cobicistat|J05AR15|7
lamivudine and raltegravir|J05AR16|7
emtricitabine and tenofovir alafenamide|J05AR17|7
emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat|J05AR18|7
emtricitabine, tenofovir alafenamide and rilpivirine|J05AR19|7
emtricitabine, tenofovir alafenamide and bictegravir|J05AR20|7
dolutegravir and rilpivirine|J05AR21|7
emtricitabine, tenofovir alafenamide, darunavir and cobicistat|J05AR22|7
atazanavir and ritonavir|J05AR23|7
lamivudine, tenofovir disoproxil and doravirine|J05AR24|7
lamivudine and dolutegravir|J05AR25|7
darunavir and ritonavir|J05AR26|7
lamivudine, tenofovir disoproxil and dolutegravir|J05AR27|7
stavudine and lamivudine|J05AR28|7
emtricitabine, tenofovir alafenamide and dolutegravir|J05AR29|7
Other antivirals|J05AX|5
moroxydine|J05AX01|7
lysozyme|J05AX02|7
inosine pranobex|J05AX05|7
pleconaril|J05AX06|7
enfuvirtide|J05AX07|7
maraviroc|J05AX09|7
maribavir|J05AX10|7
umifenovir|J05AX13|7
enisamium iodide|J05AX17|7
letermovir|J05AX18|7
tilorone|J05AX19|7
pentanedioic acid imidazolyl ethanamide|J05AX21|7
ibalizumab|J05AX23|7
tecovirimat|J05AX24|7
baloxavir marboxil|J05AX25|7
amenamevir|J05AX26|7
favipiravir|J05AX27|7
bulevirtide|J05AX28|7
fostemsavir|J05AX29|7
lenacapavir|J05AX31|7
riamilovir|J05AX32|7
labuvirtide|J05AX33|7
IMMUNE SERA AND IMMUNOGLOBULINS|J06|3
IMMUNE SERA|J06A|4
Immune sera|J06AA|5
diphtheria antitoxin|J06AA01|7
tetanus antitoxin|J06AA02|7
snake venom antiserum|J06AA03|7
botulinum antitoxin|J06AA04|7
gas-gangrene sera|J06AA05|7
rabies serum|J06AA06|7
IMMUNOGLOBULINS|J06B|4
Immunoglobulins, normal human|J06BA|5
immunoglobulins, normal human, for extravascular adm.|J06BA01|7
immunoglobulins, normal human, for intravascular adm.|J06BA02|7
Specific immunoglobulins|J06BB|5
anti-D (rh) immunoglobulin|J06BB01|7
tetanus immunoglobulin|J06BB02|7
varicella/zoster immunoglobulin|J06BB03|7
hepatitis B immunoglobulin|J06BB04|7
rabies immunoglobulin|J06BB05|7
rubella immunoglobulin|J06BB06|7
vaccinia immunoglobulin|J06BB07|7
staphylococcus immunoglobulin|J06BB08|7
cytomegalovirus immunoglobulin|J06BB09|7
diphtheria immunoglobulin|J06BB10|7
hepatitis A immunoglobulin|J06BB11|7
encephalitis, tick borne immunoglobulin|J06BB12|7
pertussis immunoglobulin|J06BB13|7
measles immunoglobulin|J06BB14|7
mumps immunoglobulin|J06BB15|7
anthrax immunoglobulin|J06BB19|7
combinations|J06BB30|7
Antibacterial monoclonal antibodies|J06BC|5
nebacumab|J06BC01|7
raxibacumab|J06BC02|7
bezlotoxumab|J06BC03|7
obiltoxaximab|J06BC04|7
Antiviral monoclonal antibodies|J06BD|5
palivizumab|J06BD01|7
motavizumab|J06BD02|7
tixagevimab and cilgavimab|J06BD03|7
ansuvimab|J06BD04|7
sotrovimab|J06BD05|7
regdanvimab|J06BD06|7
casirivimab and imdevimab|J06BD07|7
nirsevimab|J06BD08|7
sipavibart|J06BD09|7
VACCINES|J07|3
BACTERIAL VACCINES|J07A|4
Anthrax vaccines|J07AC|5
anthrax antigen|J07AC01|7
Brucellosis vaccines|J07AD|5
brucella antigen|J07AD01|7
Cholera vaccines|J07AE|5
cholera, inactivated, whole cell|J07AE01|7
cholera, live attenuated|J07AE02|7
cholera, combinations with typhoid vaccine, inactivated, whole cell|J07AE51|7
Diphtheria vaccines|J07AF|5
diphtheria toxoid|J07AF01|7
Haemophilus influenzae B vaccines|J07AG|5
haemophilus influenzae B, purified antigen conjugated|J07AG01|7
haemophilus influenzae B, combinations with toxoids|J07AG51|7
haemophilus influenzae B, combinations with pertussis and toxoids|J07AG52|7
haemophilus influenzae B, combinations with meningococcus C, conjugated|J07AG53|7
haemophilus influenza B, combinations with meningococcus C,Y, conjugated|J07AG54|7
Meningococcal vaccines|J07AH|5
meningococcus A, purified polysaccharides antigen|J07AH01|7
other meningococcal monovalent purified polysaccharides antigen|J07AH02|7
meningococcus A,C, bivalent purified polysaccharides antigen|J07AH03|7
meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen|J07AH04|7
other meningococcal polyvalent purified polysaccharides antigen|J07AH05|7
meningococcus B, outer membrane vesicle vaccine|J07AH06|7
meningococcus C, purified polysaccharides antigen conjugated|J07AH07|7
meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated|J07AH08|7
meningococcus B, multicomponent vaccine|J07AH09|7
meningococcus A, purified polysaccharides antigen conjugated|J07AH10|7
meningococcus A,B,C,Y,W-135, pentavalent purified polysaccharides antigen conjugated and factor H binding protein|J07AH11|7
Pertussis vaccines|J07AJ|5
pertussis, inactivated, whole cell|J07AJ01|7
pertussis, purified antigen|J07AJ02|7
pertussis, inactivated, whole cell, combinations with toxoids|J07AJ51|7
pertussis, purified antigen, combinations with toxoids|J07AJ52|7
Plague vaccines|J07AK|5
plague, inactivated, whole cell|J07AK01|7
Pneumococcal vaccines|J07AL|5
pneumococcus, purified polysaccharides antigen|J07AL01|7
pneumococcus, purified polysaccharides antigen conjugated|J07AL02|7
pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated|J07AL52|7
Tetanus vaccines|J07AM|5
tetanus toxoid|J07AM01|7
tetanus toxoid, combinations with diphtheria toxoid|J07AM51|7
tetanus toxoid, combinations with tetanus immunoglobulin|J07AM52|7
Tuberculosis vaccines|J07AN|5
tuberculosis, live attenuated|J07AN01|7
Typhoid vaccines|J07AP|5
typhoid, oral, live attenuated|J07AP01|7
typhoid, inactivated, whole cell|J07AP02|7
typhoid, purified polysaccharide antigen|J07AP03|7
typhoid, combinations with paratyphi types|J07AP10|7
Typhus (exanthematicus) vaccines|J07AR|5
typhus exanthematicus, inactivated, whole cell|J07AR01|7
Other bacterial vaccines|J07AX|5
leptospira vaccines|J07AX01|7
VIRAL VACCINES|J07B|4
Encephalitis vaccines|J07BA|5
encephalitis, tick borne, inactivated, whole virus|J07BA01|7
encephalitis, Japanese, inactivated, whole virus|J07BA02|7
encephalitis, Japanese, live attenuated|J07BA03|7
Influenza vaccines|J07BB|5
influenza, inactivated, whole virus|J07BB01|7
influenza, inactivated, split virus or surface antigen|J07BB02|7
influenza, live attenuated|J07BB03|7
influenza, virus like particles|J07BB04|7
influenza, RNA-based vaccine|J07BB05|7
Hepatitis vaccines|J07BC|5
hepatitis B, purified antigen|J07BC01|7
hepatitis A, inactivated, whole virus|J07BC02|7
combinations|J07BC20|7
Measles vaccines|J07BD|5
measles, live attenuated|J07BD01|7
measles, combinations with mumps, live attenuated|J07BD51|7
measles, combinations with mumps and rubella, live attenuated|J07BD52|7
measles, combinations with rubella, live attenuated|J07BD53|7
measles, combinations with mumps, rubella and varicella, live attenuated|J07BD54|7
Mumps vaccines|J07BE|5
mumps, live attenuated|J07BE01|7
Poliomyelitis vaccines|J07BF|5
poliomyelitis oral, monovalent, live attenuated|J07BF01|7
poliomyelitis oral, trivalent, live attenuated|J07BF02|7
poliomyelitis, trivalent, inactivated, whole virus|J07BF03|7
poliomyelitis oral, bivalent, live attenuated|J07BF04|7
Rabies vaccines|J07BG|5
rabies, inactivated, whole virus|J07BG01|7
Rota virus diarrhea vaccines|J07BH|5
rota virus, live attenuated|J07BH01|7
rota virus, pentavalent, live, reassorted|J07BH02|7
Rubella vaccines|J07BJ|5
rubella, live attenuated|J07BJ01|7
rubella, combinations with mumps, live attenuated|J07BJ51|7
Varicella zoster vaccines|J07BK|5
varicella, live attenuated|J07BK01|7
zoster, live attenuated|J07BK02|7
zoster, purified antigen|J07BK03|7
Yellow fever vaccines|J07BL|5
yellow fever, live attenuated|J07BL01|7
Papillomavirus vaccines|J07BM|5
papillomavirus (human types 6, 11, 16, 18)|J07BM01|7
papillomavirus (human types 16, 18)|J07BM02|7
papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)|J07BM03|7
Covid-19 vaccines|J07BN|5
covid-19, RNA-based vaccine|J07BN01|7
covid-19, viral vector, non-replicating|J07BN02|7
covid-19, inactivated virus|J07BN03|7
covid-19, protein subunit|J07BN04|7
covid-19, virus-like particles|J07BN05|7
Other viral vaccines|J07BX|5
smallpox and monkeypox vaccines|J07BX01|7
ebola vaccines|J07BX02|7
dengue virus vaccines|J07BX04|7
respiratory syncytial virus vaccines|J07BX05|7
enterovirus 71 vaccines|J07BX06|7
BACTERIAL AND VIRAL VACCINES, COMBINED|J07C|4
Bacterial and viral vaccines, combined|J07CA|5
diphtheria-poliomyelitis-tetanus|J07CA01|7
diphtheria-pertussis-poliomyelitis-tetanus|J07CA02|7
diphtheria-rubella-tetanus|J07CA03|7
haemophilus influenzae B and poliomyelitis|J07CA04|7
diphtheria-hepatitis B-pertussis-tetanus|J07CA05|7
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus|J07CA06|7
diphtheria-hepatitis B-tetanus|J07CA07|7
haemophilus influenzae B and hepatitis B|J07CA08|7
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B|J07CA09|7
typhoid-hepatitis A|J07CA10|7
diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B|J07CA11|7
diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B|J07CA12|7
diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C|J07CA13|7
OTHER VACCINES|J07X|4
Parasitic vaccines|J07XA|5
malaria vaccines|J07XA01|7
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS|L|1
ANTINEOPLASTIC AGENTS|L01|3
ALKYLATING AGENTS|L01A|4
Nitrogen mustard analogues|L01AA|5
cyclophosphamide|L01AA01|7
chlorambucil|L01AA02|7
melphalan|L01AA03|7
chlormethine|L01AA05|7
ifosfamide|L01AA06|7
trofosfamide|L01AA07|7
prednimustine|L01AA08|7
bendamustine|L01AA09|7
melphalan flufenamide|L01AA10|7
Alkyl sulfonates|L01AB|5
busulfan|L01AB01|7
treosulfan|L01AB02|7
mannosulfan|L01AB03|7
Ethylene imines|L01AC|5
thiotepa|L01AC01|7
triaziquone|L01AC02|7
carboquone|L01AC03|7
Nitrosoureas|L01AD|5
carmustine|L01AD01|7
lomustine|L01AD02|7
semustine|L01AD03|7
streptozocin|L01AD04|7
fotemustine|L01AD05|7
nimustine|L01AD06|7
ranimustine|L01AD07|7
uramustine|L01AD08|7
Epoxides|L01AG|5
etoglucid|L01AG01|7
Other alkylating agents|L01AX|5
mitobronitol|L01AX01|7
pipobroman|L01AX02|7
temozolomide|L01AX03|7
dacarbazine|L01AX04|7
ANTIMETABOLITES|L01B|4
Folic acid analogues|L01BA|5
methotrexate|L01BA01|7
raltitrexed|L01BA03|7
pemetrexed|L01BA04|7
pralatrexate|L01BA05|7
Purine analogues|L01BB|5
mercaptopurine|L01BB02|7
tioguanine|L01BB03|7
cladribine|L01BB04|7
fludarabine|L01BB05|7
clofarabine|L01BB06|7
nelarabine|L01BB07|7
Pyrimidine analogues|L01BC|5
cytarabine|L01BC01|7
fluorouracil|L01BC02|7
tegafur|L01BC03|7
carmofur|L01BC04|7
gemcitabine|L01BC05|7
capecitabine|L01BC06|7
azacitidine|L01BC07|7
decitabine|L01BC08|7
floxuridine|L01BC09|7
fluorouracil, combinations|L01BC52|7
tegafur, combinations|L01BC53|7
decitabine, combinations|L01BC58|7
trifluridine, combinations|L01BC59|7
PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS|L01C|4
Vinca alkaloids and analogues|L01CA|5
vinblastine|L01CA01|7
vincristine|L01CA02|7
vindesine|L01CA03|7
vinorelbine|L01CA04|7
vinflunine|L01CA05|7
vintafolide|L01CA06|7
Podophyllotoxin derivatives|L01CB|5
etoposide|L01CB01|7
teniposide|L01CB02|7
Colchicine derivatives|L01CC|5
demecolcine|L01CC01|7
Taxanes|L01CD|5
paclitaxel|L01CD01|7
docetaxel|L01CD02|7
paclitaxel poliglumex|L01CD03|7
cabazitaxel|L01CD04|7
paclitaxel and encequidar|L01CD51|7
Topoisomerase 1 (TOP1) inhibitors|L01CE|5
topotecan|L01CE01|7
irinotecan|L01CE02|7
etirinotecan pegol|L01CE03|7
belotecan|L01CE04|7
Other plant alkaloids and natural products|L01CX|5
trabectedin|L01CX01|7
CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES|L01D|4
Actinomycines|L01DA|5
dactinomycin|L01DA01|7
Anthracyclines and related substances|L01DB|5
doxorubicin|L01DB01|7
daunorubicin|L01DB02|7
epirubicin|L01DB03|7
aclarubicin|L01DB04|7
zorubicin|L01DB05|7
idarubicin|L01DB06|7
mitoxantrone|L01DB07|7
pirarubicin|L01DB08|7
valrubicin|L01DB09|7
amrubicin|L01DB10|7
pixantrone|L01DB11|7
Other cytotoxic antibiotics|L01DC|5
bleomycin|L01DC01|7
plicamycin|L01DC02|7
mitomycin|L01DC03|7
ixabepilone|L01DC04|7
utidelone|L01DC05|7
PROTEIN KINASE INHIBITORS|L01E|4
BCR-ABL tyrosine kinase inhibitors|L01EA|5
imatinib|L01EA01|7
dasatinib|L01EA02|7
nilotinib|L01EA03|7
bosutinib|L01EA04|7
ponatinib|L01EA05|7
asciminib|L01EA06|7
Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors|L01EB|5
gefitinib|L01EB01|7
erlotinib|L01EB02|7
afatinib|L01EB03|7
osimertinib|L01EB04|7
rociletinib|L01EB05|7
olmutinib|L01EB06|7
dacomitinib|L01EB07|7
icotinib|L01EB08|7
lazertinib|L01EB09|7
mobocertinib|L01EB10|7
aumolertinib|L01EB11|7
B-Raf serine-threonine kinase (BRAF) inhibitors|L01EC|5
vemurafenib|L01EC01|7
dabrafenib|L01EC02|7
encorafenib|L01EC03|7
Anaplastic lymphoma kinase (ALK) inhibitors|L01ED|5
crizotinib|L01ED01|7
ceritinib|L01ED02|7
alectinib|L01ED03|7
brigatinib|L01ED04|7
lorlatinib|L01ED05|7
Mitogen-activated protein kinase (MEK) inhibitors|L01EE|5
trametinib|L01EE01|7
cobimetinib|L01EE02|7
binimetinib|L01EE03|7
selumetinib|L01EE04|7
mirdametinib|L01EE05|7
Cyclin-dependent kinase (CDK) inhibitors|L01EF|5
palbociclib|L01EF01|7
ribociclib|L01EF02|7
abemaciclib|L01EF03|7
Mammalian target of rapamycin (mTOR) kinase inhibitors|L01EG|5
temsirolimus|L01EG01|7
everolimus|L01EG02|7
ridaforolimus|L01EG03|7
sirolimus|L01EG04|7
Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors|L01EH|5
lapatinib|L01EH01|7
neratinib|L01EH02|7
tucatinib|L01EH03|7
Janus-associated kinase (JAK) inhibitors|L01EJ|5
ruxolitinib|L01EJ01|7
fedratinib|L01EJ02|7
pacritinib|L01EJ03|7
momelotinib|L01EJ04|7
Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors|L01EK|5
axitinib|L01EK01|7
cediranib|L01EK02|7
tivozanib|L01EK03|7
fruquintinib|L01EK04|7
Bruton's tyrosine kinase (BTK) inhibitors|L01EL|5
ibrutinib|L01EL01|7
acalabrutinib|L01EL02|7
zanubrutinib|L01EL03|7
orelabrutinib|L01EL04|7
pirtobrutinib|L01EL05|7
tirabrutinib|L01EL06|7
Phosphatidylinositol-3-kinase (Pi3K) inhibitors|L01EM|5
idelalisib|L01EM01|7
copanlisib|L01EM02|7
alpelisib|L01EM03|7
duvelisib|L01EM04|7
parsaclisib|L01EM05|7
Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors|L01EN|5
erdafitinib|L01EN01|7
pemigatinib|L01EN02|7
infigratinib|L01EN03|7
futibatinib|L01EN04|7
Other protein kinase inhibitors|L01EX|5
sunitinib|L01EX01|7
sorafenib|L01EX02|7
pazopanib|L01EX03|7
vandetanib|L01EX04|7
regorafenib|L01EX05|7
masitinib|L01EX06|7
cabozantinib|L01EX07|7
lenvatinib|L01EX08|7
nintedanib|L01EX09|7
midostaurin|L01EX10|7
quizartinib|L01EX11|7
larotrectinib|L01EX12|7
gilteritinib|L01EX13|7
entrectinib|L01EX14|7
pexidartinib|L01EX15|7
capmatinib|L01EX17|7
avapritinib|L01EX18|7
ripretinib|L01EX19|7
tepotinib|L01EX21|7
selpercatinib|L01EX22|7
pralsetinib|L01EX23|7
surufatinib|L01EX24|7
umbralisib|L01EX25|7
sitravatinib|L01EX26|7
capivasertib|L01EX27|7
repotrectinib|L01EX28|7
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES|L01F|4
CD20 (Clusters of Differentiation 20) inhibitors|L01FA|5
rituximab|L01FA01|7
ofatumumab|L01FA02|7
obinutuzumab|L01FA03|7
CD22 (Clusters of Differentiation 22) inhibitors|L01FB|5
inotuzumab ozogamicin|L01FB01|7
moxetumomab pasudotox|L01FB02|7
CD38 (Clusters of Differentiation 38) inhibitors|L01FC|5
daratumumab|L01FC01|7
isatuximab|L01FC02|7
HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors|L01FD|5
trastuzumab|L01FD01|7
pertuzumab|L01FD02|7
trastuzumab emtansine|L01FD03|7
trastuzumab deruxtecan|L01FD04|7
trastuzumab duocarmazine|L01FD05|7
margetuximab|L01FD06|7
zanidatamab|L01FD07|7
EGFR (Epidermal Growth Factor Receptor) inhibitors|L01FE|5
cetuximab|L01FE01|7
panitumumab|L01FE02|7
necitumumab|L01FE03|7
PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors|L01FF|5
nivolumab|L01FF01|7
pembrolizumab|L01FF02|7
durvalumab|L01FF03|7
avelumab|L01FF04|7
atezolizumab|L01FF05|7
cemiplimab|L01FF06|7
dostarlimab|L01FF07|7
prolgolimab|L01FF08|7
tislelizumab|L01FF09|7
retifanlimab|L01FF10|7
sugemalimab|L01FF11|7
serplulimab|L01FF12|7
toripalimab|L01FF13|7
VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors|L01FG|5
bevacizumab|L01FG01|7
ramucirumab|L01FG02|7
Other monoclonal antibodies and antibody drug conjugates|L01FX|5
edrecolomab|L01FX01|7
gemtuzumab ozogamicin|L01FX02|7
catumaxomab|L01FX03|7
ipilimumab|L01FX04|7
brentuximab vedotin|L01FX05|7
dinutuximab beta|L01FX06|7
blinatumomab|L01FX07|7
elotuzumab|L01FX08|7
mogamulizumab|L01FX09|7
olaratumab|L01FX10|7
bermekimab|L01FX11|7
tafasitamab|L01FX12|7
enfortumab vedotin|L01FX13|7
polatuzumab vedotin|L01FX14|7
belantamab mafodotin|L01FX15|7
oportuzumab monatox|L01FX16|7
sacituzumab govitecan|L01FX17|7
amivantamab|L01FX18|7
sabatolimab|L01FX19|7
tremelimumab|L01FX20|7
naxitamab|L01FX21|7
loncastuximab tesirine|L01FX22|7
tisotumab vedotin|L01FX23|7
teclistamab|L01FX24|7
mosunetuzumab|L01FX25|7
mirvetuximab soravtansine|L01FX26|7
epcoritamab|L01FX27|7
glofitamab|L01FX28|7
talquetamab|L01FX29|7
zolbetuximab|L01FX31|7
elranatamab|L01FX32|7
tarlatamab|L01FX33|7
odronextamab|L01FX34|7
datopotamab deruxtecan|L01FX35|7
patritumab deruxtecan|L01FX36|7
Combinations of monoclonal antibodies and antibody drug conjugates|L01FY|5
pertuzumab and trastuzumab|L01FY01|7
nivolumab and relatlimab|L01FY02|7
prolgolimab and nurulimab|L01FY03|7
OTHER ANTINEOPLASTIC AGENTS|L01X|4
Platinum compounds|L01XA|5
cisplatin|L01XA01|7
carboplatin|L01XA02|7
oxaliplatin|L01XA03|7
satraplatin|L01XA04|7
polyplatillen|L01XA05|7
Methylhydrazines|L01XB|5
procarbazine|L01XB01|7
Sensitizers used in photodynamic/radiation therapy|L01XD|5
porfimer sodium|L01XD01|7
methyl aminolevulinate|L01XD03|7
aminolevulinic acid|L01XD04|7
temoporfin|L01XD05|7
efaproxiral|L01XD06|7
padeliporfin|L01XD07|7
Retinoids for cancer treatment|L01XF|5
tretinoin|L01XF01|7
alitretinoin|L01XF02|7
bexarotene|L01XF03|7
Proteasome inhibitors|L01XG|5
bortezomib|L01XG01|7
carfilzomib|L01XG02|7
ixazomib|L01XG03|7
Histone deacetylase (HDAC) inhibitors|L01XH|5
vorinostat|L01XH01|7
romidepsin|L01XH02|7
panobinostat|L01XH03|7
belinostat|L01XH04|7
entinostat|L01XH05|7
tucidinostat|L01XH06|7
resminostat|L01XH07|7
Hedgehog pathway inhibitors|L01XJ|5
vismodegib|L01XJ01|7
sonidegib|L01XJ02|7
glasdegib|L01XJ03|7
Poly (ADP-ribose) polymerase (PARP) inhibitors|L01XK|5
olaparib|L01XK01|7
niraparib|L01XK02|7
rucaparib|L01XK03|7
talazoparib|L01XK04|7
veliparib|L01XK05|7
pamiparib|L01XK06|7
niraparib and abiraterone|L01XK52|7
Antineoplastic cell and gene therapy|L01XL|5
sitimagene ceradenovec|L01XL01|7
talimogene laherparepvec|L01XL02|7
axicabtagene ciloleucel|L01XL03|7
tisagenlecleucel|L01XL04|7
ciltacabtagene autoleucel|L01XL05|7
brexucabtagene autoleucel|L01XL06|7
idecabtagene vicleucel|L01XL07|7
lisocabtagene maraleucel|L01XL08|7
tabelecleucel|L01XL09|7
nadofaragene firadenovec|L01XL10|7
lifileucel|L01XL11|7
obecabtagene autoleucel|L01XL12|7
Isocitrate dehydrogenase (IDH) inhibitors|L01XM|5
enasidenib|L01XM01|7
ivosidenib|L01XM02|7
olutasidenib|L01XM03|7
vorasidenib|L01XM04|7
Other antineoplastic agents (cont.)|L01XU|5
Other antineoplastic agents|L01XX|5
amsacrine|L01XX01|7
asparaginase|L01XX02|7
altretamine|L01XX03|7
hydroxycarbamide|L01XX05|7
lonidamine|L01XX07|7
pentostatin|L01XX08|7
masoprocol|L01XX10|7
estramustine|L01XX11|7
mitoguazone|L01XX16|7
tiazofurine|L01XX18|7
mitotane|L01XX23|7
pegaspargase|L01XX24|7
arsenic trioxide|L01XX27|7
denileukin diftitox|L01XX29|7
celecoxib|L01XX33|7
anagrelide|L01XX35|7
oblimersen|L01XX36|7
omacetaxine mepesuccinate|L01XX40|7
eribulin|L01XX41|7
aflibercept|L01XX44|7
venetoclax|L01XX52|7
vosaroxin|L01XX53|7
