"hersteller"|"generika"|"bag_dossier"|"swissmedic_nr"|"swissmedic_liste"|"einf_datum"|"bezeichnung"|"exf_preis"|"pub_preis"|"limitation"|"lim_pkte"|"therap_gruppe"|"substanzen"|"rec_id"|"x40_percent_selbstbehalt"|"gtin"|"atc"|"gammennummer"|"gammenbezeichnung"|"ggsl"|"preismodell"|"indikationscode"|"swissmedic_no8_parallel_imp"|"ref_biosim_code"|"letzte_preis_anderung"|"zulassungsnummer"
"Neuraxpharm Switzerland AG"|"G"|"21775"|"69242013"|"B"|2025-04-01|"Laurak, Gran 1000 mg, Btl 30 Stk"|"27.61"|"46.45"|NA|NA|"01.07.10."|"Levetiracetamum"|"44399"|"N"|"7680692420138"|"N03AX14"|"4795"|"Laurak Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69242"
"Neuraxpharm Switzerland AG"|"G"|"21775"|"69242014"|"B"|2025-04-01|"Laurak, Gran 1000 mg, Btl 90 Stk"|"79.31"|"103.2"|NA|NA|"01.07.10."|"Levetiracetamum"|"44400"|"N"|"7680692420145"|"N03AX14"|"4795"|"Laurak Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69242"
"Neuraxpharm Switzerland AG"|"G"|"21775"|"69242015"|"B"|2025-04-01|"Laurak, Gran 1000 mg, Btl 180 Stk"|"155.54"|"186.65"|NA|NA|"01.07.10."|"Levetiracetamum"|"44398"|"N"|"7680692420152"|"N03AX14"|"4795"|"Laurak Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69242"
"Neuraxpharm Switzerland AG"|"G"|"21775"|"69242017"|"B"|2025-04-01|"Laurak, Gran 1500 mg, Btl 30 Stk"|"35.2"|"54.7"|NA|NA|"01.07.10."|"Levetiracetamum"|"44403"|"N"|"7680692420176"|"N03AX14"|"4795"|"Laurak Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69242"
"Neuraxpharm Switzerland AG"|"G"|"21775"|"69242018"|"B"|2025-04-01|"Laurak, Gran 1500 mg, Btl 90 Stk"|"89.76"|"114.05"|NA|NA|"01.07.10."|"Levetiracetamum"|"44404"|"N"|"7680692420183"|"N03AX14"|"4795"|"Laurak Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69242"
"Neuraxpharm Switzerland AG"|"G"|"21775"|"69242019"|"B"|2025-04-01|"Laurak, Gran 1500 mg, Btl 180 Stk"|"166.85"|"197.9"|NA|NA|"01.07.10."|"Levetiracetamum"|"44402"|"N"|"7680692420190"|"N03AX14"|"4795"|"Laurak Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69242"
"Zambon Switzerland Ltd"|NA|"20106"|"62765004"|"D"|2017-10-01|"Laxipeg, Plv Aromafrei, Btl 20 Stk"|"6.49"|"12"|"Y"|NA|"04.08.11."|"Macrogolum 4000"|"38233"|"N"|"7680627650043"|"A06AD15"|"3228"|"Laxipeg Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62765"
"Zambon Switzerland Ltd"|NA|"20106"|"62765005"|"D"|2017-10-01|"Laxipeg, Plv Aromafrei, Btl 100 Stk"|"25.63"|"47.35"|"Y"|NA|"04.08.11."|"Macrogolum 4000"|"38232"|"N"|"7680627650050"|"A06AD15"|"3228"|"Laxipeg Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62765"
"Zambon Switzerland Ltd"|NA|"20106"|"62765006"|"D"|2017-10-01|"Laxipeg, Plv Aromafrei, Ds 200 g"|"6.49"|"12"|"Y"|NA|"04.08.11."|"Macrogolum 4000"|"38234"|"N"|"7680627650067"|"A06AD15"|"3228"|"Laxipeg Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62765"
"Zambon Switzerland Ltd"|NA|"20106"|"62765007"|"D"|2013-11-01|"Laxipeg banane, Plv Btl, Btl 20 Stk"|"6.49"|"12"|"Y"|NA|"04.08.11."|"Macrogolum 4000"|"43607"|"N"|"7680627650074"|"A06AD15"|"3228"|"Laxipeg Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62765"
"Zambon Switzerland Ltd"|NA|"20106"|"62765008"|"D"|2013-11-01|"Laxipeg banane, Plv Btl, Btl 100 Stk"|"25.63"|"47.35"|"Y"|NA|"04.08.11."|"Macrogolum 4000"|"43606"|"N"|"7680627650081"|"A06AD15"|"3228"|"Laxipeg Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62765"
"Zambon Switzerland Ltd"|NA|"20106"|"62765009"|"D"|2013-11-01|"Laxipeg banane, Plv Ds, Ds 200 g"|"6.49"|"12"|"Y"|NA|"04.08.11."|"Macrogolum 4000"|"43608"|"N"|"7680627650098"|"A06AD15"|"3228"|"Laxipeg Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62765"
"Schwabe Pharma AG"|NA|"14415"|"45197026"|"D"|1984-03-15|"Laxiplant Soft, Gran, 400 g"|"12.02"|"22.2"|"Y"|NA|"04.08.13."|"Plantaginis ovatae seminis tegumentum"|"6237"|"N"|"7680451970263"|"A06AC01"|"1414"|"Laxiplant Oral"|"N"|NA|NA|NA|NA|2020-12-01|"45197"
"Opella Healthcare Switzerland AG"|NA|"16932"|"37871060"|"B"|1998-03-15|"Laxoberon Abführtropfen, Tropfen, 30 ml"|"6.28"|"16.05"|"Y"|NA|"04.08.11."|"Natrii picosulfas monohydricum"|"6238"|"N"|"7680378710607"|"A06AB08"|"1415"|"Laxoberon OralFluessig"|"N"|NA|NA|NA|NA|2020-12-01|"37871"
"Mepha Pharma AG"|"G"|"20434"|"65283001"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 50mg/12.5mg/200mg, 30 Stk"|"17.13"|"35.05"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34889"|"N"|"7680652830014"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283002"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 50mg/12.5mg/200mg, 100 Stk"|"53.88"|"75"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34888"|"N"|"7680652830021"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283003"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 75mg/18.75mg/200mg, 30 Stk"|"17.91"|"35.9"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34891"|"N"|"7680652830038"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283004"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 75mg/18.75mg/200mg, 100 Stk"|"56.02"|"77.35"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34890"|"N"|"7680652830045"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283005"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 100mg/25mg/200mg, 30 Stk"|"18.7"|"36.75"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34893"|"N"|"7680652830052"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283006"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 100mg/25mg/200mg, 100 Stk"|"58.16"|"79.65"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34892"|"N"|"7680652830069"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283007"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 125mg/31.25 mg/200mg, 30 Stk"|"19.36"|"37.45"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34895"|"N"|"7680652830076"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283008"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 125mg/31.25 mg/200mg, 100 Stk"|"59.97"|"81.65"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34894"|"N"|"7680652830083"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283009"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 150mg/37.5mg/200mg, 30 Stk"|"20.03"|"38.2"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34897"|"N"|"7680652830090"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283010"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 150mg/37.5mg/200mg, 100 Stk"|"61.76"|"83.6"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34896"|"N"|"7680652830106"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283011"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 200mg/50mg/200mg, 30 Stk"|"21.47"|"39.75"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34899"|"N"|"7680652830113"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Mepha Pharma AG"|"G"|"20434"|"65283012"|"B"|2015-11-01|"Lecapon-Mepha, Lactabs 200mg/50mg/200mg, 100 Stk"|"65.58"|"87.75"|NA|NA|"01.08."|"Levodopum, Carbidopum, Entacaponum"|"34898"|"N"|"7680652830120"|"N04BA03"|"3555"|"Lecapon-Mepha Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65283"
"Recordati AG"|NA|"21369"|"67615001"|"A"|2023-01-01|"Ledaga, Gel 160 mcg/g, 60 g"|"1538.38"|"1689.5"|"Y"|NA|"07.16.10."|"Chlormethinum"|"42938"|"N"|"7680676150013"|"L01AA05"|"4530"|"Ledaga Topisch"|"N"|NA|NA|NA|NA|2024-10-01|"67615"
"Gebro Pharma AG"|"G"|"19885"|"61443011"|"A"|2012-07-01|"Leflunomid Gebro, Filmtabl 10 mg, Blist 30 Stk"|"10.74"|"28.1"|NA|NA|"07.10.60."|"Leflunomidum"|"38670"|"N"|"7680614430115"|"L04AK01"|"3019"|"Leflunomid Gebro Oral"|"N"|NA|NA|NA|NA|2023-12-01|"61443"
"Gebro Pharma AG"|"G"|"19885"|"61443012"|"A"|2012-07-01|"Leflunomid Gebro, Filmtabl 10 mg, Blist 100 Stk"|"35.8"|"55.4"|NA|NA|"07.10.60."|"Leflunomidum"|"38671"|"N"|"7680614430122"|"L04AK01"|"3019"|"Leflunomid Gebro Oral"|"N"|NA|NA|NA|NA|2023-12-01|"61443"
"Gebro Pharma AG"|"G"|"19885"|"61443013"|"A"|2012-07-01|"Leflunomid Gebro, Filmtabl 20 mg, Blist 30 Stk"|"18.83"|"36.9"|NA|NA|"07.10.60."|"Leflunomidum"|"38672"|"N"|"7680614430139"|"L04AK01"|"3019"|"Leflunomid Gebro Oral"|"N"|NA|NA|NA|NA|2023-12-01|"61443"
"Gebro Pharma AG"|"G"|"19885"|"61443014"|"A"|2012-07-01|"Leflunomid Gebro, Filmtabl 20 mg, Blist 100 Stk"|"62.77"|"84.75"|NA|NA|"07.10.60."|"Leflunomidum"|"38673"|"N"|"7680614430146"|"L04AK01"|"3019"|"Leflunomid Gebro Oral"|"N"|NA|NA|NA|NA|2023-12-01|"61443"
"Sandoz Pharmaceuticals AG"|"G"|"19576"|"61505001"|"A"|2011-10-01|"Leflunomid Sandoz, Filmtabl 10 mg, 30 Stk"|"10.74"|"28.1"|NA|NA|"07.10.60."|"Leflunomidum"|"27765"|"N"|"7680615050015"|"L04AK01"|"1416"|"Leflunomid Sandoz Oral"|"N"|NA|NA|NA|NA|2023-12-01|"61505"
"Sandoz Pharmaceuticals AG"|"G"|"19576"|"61505002"|"A"|2011-10-01|"Leflunomid Sandoz, Filmtabl 10 mg, 100 Stk"|"35.8"|"55.4"|NA|NA|"07.10.60."|"Leflunomidum"|"27764"|"N"|"7680615050022"|"L04AK01"|"1416"|"Leflunomid Sandoz Oral"|"N"|NA|NA|NA|NA|2023-12-01|"61505"
"Sandoz Pharmaceuticals AG"|"G"|"19576"|"61505003"|"A"|2011-10-01|"Leflunomid Sandoz, Filmtabl 20 mg, 30 Stk"|"18.83"|"36.9"|NA|NA|"07.10.60."|"Leflunomidum"|"27767"|"N"|"7680615050039"|"L04AK01"|"1416"|"Leflunomid Sandoz Oral"|"N"|NA|NA|NA|NA|2023-12-01|"61505"
"Sandoz Pharmaceuticals AG"|"G"|"19576"|"61505004"|"A"|2011-10-01|"Leflunomid Sandoz, Filmtabl 20 mg, 100 Stk"|"62.77"|"84.75"|NA|NA|"07.10.60."|"Leflunomidum"|"27766"|"N"|"7680615050046"|"L04AK01"|"1416"|"Leflunomid Sandoz Oral"|"N"|NA|NA|NA|NA|2023-12-01|"61505"
"Spirig HealthCare AG"|"G"|"20256"|"62987001"|"A"|2014-07-01|"Leflunomid Spirig HC, Filmtabl 10 mg, 30 Stk"|"11.3"|"28.7"|NA|NA|"07.10.60."|"Leflunomidum"|"33095"|"N"|"7680629870012"|"L04AK01"|"3380"|"Leflunomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62987"
"Spirig HealthCare AG"|"G"|"20256"|"62987002"|"A"|2014-07-01|"Leflunomid Spirig HC, Filmtabl 10 mg, 100 Stk"|"37.41"|"57.05"|NA|NA|"07.10.60."|"Leflunomidum"|"33094"|"N"|"7680629870029"|"L04AK01"|"3380"|"Leflunomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62987"
"Spirig HealthCare AG"|"G"|"20256"|"62987003"|"A"|2014-07-01|"Leflunomid Spirig HC, Filmtabl 20 mg, 30 Stk"|"19.81"|"37.9"|NA|NA|"07.10.60."|"Leflunomidum"|"33097"|"N"|"7680629870036"|"L04AK01"|"3380"|"Leflunomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62987"
"Spirig HealthCare AG"|"G"|"20256"|"62987004"|"A"|2014-07-01|"Leflunomid Spirig HC, Filmtabl 20 mg, 100 Stk"|"66.03"|"88.1"|NA|NA|"07.10.60."|"Leflunomidum"|"33096"|"N"|"7680629870043"|"L04AK01"|"3380"|"Leflunomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62987"
"Spirig HealthCare AG"|"G"|"20256"|"62987005"|"A"|2014-07-01|"Leflunomid Spirig HC, Filmtabl 100 mg, 3 Stk"|"11.3"|"28.7"|NA|NA|"07.10.60."|"Leflunomidum"|"33098"|"N"|"7680629870050"|"L04AK01"|"3380"|"Leflunomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62987"
"Helvepharm AG"|"G"|"19592"|"62248001"|"A"|2011-09-01|"Leflunomide Zentiva, Filmtabl 10 mg, 30 Stk"|"10.75"|"28.1"|NA|NA|"07.10.60."|"Leflunomidum"|"28588"|"N"|"7680622480010"|"L04AK01"|"1417"|"Leflunomide Zentiva Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62248"
"Helvepharm AG"|"G"|"19592"|"62248002"|"A"|2011-09-01|"Leflunomide Zentiva, Filmtabl 10 mg, 100 Stk"|"35.83"|"55.4"|NA|NA|"07.10.60."|"Leflunomidum"|"28587"|"N"|"7680622480027"|"L04AK01"|"1417"|"Leflunomide Zentiva Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62248"
"Helvepharm AG"|"G"|"19592"|"62248003"|"A"|2011-09-01|"Leflunomide Zentiva, Filmtabl 20 mg, 30 Stk"|"18.83"|"36.9"|NA|NA|"07.10.60."|"Leflunomidum"|"28590"|"N"|"7680622480034"|"L04AK01"|"1417"|"Leflunomide Zentiva Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62248"
"Helvepharm AG"|"G"|"19592"|"62248004"|"A"|2011-09-01|"Leflunomide Zentiva, Filmtabl 20 mg, 100 Stk"|"62.77"|"84.75"|NA|NA|"07.10.60."|"Leflunomidum"|"28589"|"N"|"7680622480041"|"L04AK01"|"1417"|"Leflunomide Zentiva Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62248"
"Helvepharm AG"|"G"|"19592"|"62248005"|"A"|2011-09-01|"Leflunomide Zentiva, Filmtabl 100 mg, 3 Stk"|"10.75"|"28.1"|NA|NA|"07.10.60."|"Leflunomidum"|"28591"|"N"|"7680622480058"|"L04AK01"|"1417"|"Leflunomide Zentiva Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62248"
"Mepha Pharma AG"|"G"|"19918"|"62222001"|"A"|2012-06-01|"Leflunomid-Mepha, Lactabs 10 mg, 30 Stk"|"11.3"|"28.7"|NA|NA|"07.10.60."|"Leflunomidum"|"30699"|"N"|"7680622220012"|"L04AK01"|"2998"|"Leflunomid-Mepha Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62222"
"Mepha Pharma AG"|"G"|"19918"|"62222002"|"A"|2012-06-01|"Leflunomid-Mepha, Lactabs 10 mg, 100 Stk"|"37.42"|"57.05"|NA|NA|"07.10.60."|"Leflunomidum"|"30698"|"N"|"7680622220029"|"L04AK01"|"2998"|"Leflunomid-Mepha Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62222"
"Mepha Pharma AG"|"G"|"19918"|"62222003"|"A"|2012-06-01|"Leflunomid-Mepha, Lactabs 20 mg, 30 Stk"|"19.81"|"37.9"|NA|NA|"07.10.60."|"Leflunomidum"|"30701"|"N"|"7680622220036"|"L04AK01"|"2998"|"Leflunomid-Mepha Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62222"
"Mepha Pharma AG"|"G"|"19918"|"62222004"|"A"|2012-06-01|"Leflunomid-Mepha, Lactabs 20 mg, 100 Stk"|"66.03"|"88.1"|NA|NA|"07.10.60."|"Leflunomidum"|"30700"|"N"|"7680622220043"|"L04AK01"|"2998"|"Leflunomid-Mepha Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62222"
"MEDA Pharma GmbH"|NA|"13257"|"38296019"|"B"|1980-03-15|"Legalon 70, Kaps 70 mg, 40 Stk"|"6.28"|"16.05"|NA|NA|"04.99."|"Silymarinum"|"6273"|"N"|"7680382960197"|"A05BA03"|"1418"|"Legalon Oral"|"N"|NA|NA|NA|NA|2013-11-01|"38296"
"Sanofi-Aventis (Suisse) SA"|NA|"20217"|"63025001"|"A"|2015-05-01|"Lemtrada, Inf Konz 12 mg/1.2ml, Durchstf"|"6740.57"|"7223.6"|"Y"|NA|"01.99."|"Alemtuzumabum"|"34626"|"N"|"7680630250018"|"L04AG06"|"3482"|"Lemtrada Parenteral"|"N"|NA|NA|NA|NA|2025-01-01|"63025"
"Accord Healthcare AG"|"G"|"21398"|"67714001"|"A"|2022-03-01|"Lenalidomid Accord, Kaps 2.5 mg, Blist 21 Stk"|"689.23"|"766"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42337"|"N"|"7680677140013"|"L04AX04"|"4388"|"Lenalidomid Accord Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67714"
"Accord Healthcare AG"|"G"|"21398"|"67714002"|"A"|2022-03-01|"Lenalidomid Accord, Kaps 5 mg, Blist 21 Stk"|"707.76"|"786.15"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42338"|"N"|"7680677140020"|"L04AX04"|"4388"|"Lenalidomid Accord Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67714"
"Accord Healthcare AG"|"G"|"21398"|"67714003"|"A"|2022-03-01|"Lenalidomid Accord, Kaps 7.5 mg, Blist 21 Stk"|"726.28"|"806.3"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42339"|"N"|"7680677140037"|"L04AX04"|"4388"|"Lenalidomid Accord Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67714"
"Accord Healthcare AG"|"G"|"21398"|"67714004"|"A"|2022-03-01|"Lenalidomid Accord, Kaps 10 mg, Blist 21 Stk"|"744.81"|"826.45"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42340"|"N"|"7680677140044"|"L04AX04"|"4388"|"Lenalidomid Accord Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67714"
"Accord Healthcare AG"|"G"|"21398"|"67714005"|"A"|2022-03-01|"Lenalidomid Accord, Kaps 15 mg, Blist 21 Stk"|"782.79"|"867.75"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42341"|"N"|"7680677140051"|"L04AX04"|"4388"|"Lenalidomid Accord Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67714"
"Accord Healthcare AG"|"G"|"21398"|"67714006"|"A"|2022-03-01|"Lenalidomid Accord, Kaps 20 mg, Blist 21 Stk"|"821.96"|"910.35"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42342"|"N"|"7680677140068"|"L04AX04"|"4388"|"Lenalidomid Accord Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67714"
"Accord Healthcare AG"|"G"|"21398"|"67714007"|"A"|2022-03-01|"Lenalidomid Accord, Kaps 25 mg, Blist 21 Stk"|"861.14"|"952.95"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42343"|"N"|"7680677140075"|"L04AX04"|"4388"|"Lenalidomid Accord Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67714"
"Bristol-Myers Squibb SA"|"G"|"21377"|"68490001"|"A"|2022-02-01|"Lenalidomid BMS, Kaps 2.5 mg, Blist 21 Stk"|"689.23"|"766"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42316"|"N"|"7680684900013"|"L04AX04"|"4385"|"Lenalidomid BMS Oral"|"N"|NA|NA|NA|NA|2022-11-01|"68490"
"Bristol-Myers Squibb SA"|"G"|"21377"|"68490002"|"A"|2022-02-01|"Lenalidomid BMS, Kaps 5 mg, Blist 21 Stk"|"707.76"|"786.15"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42317"|"N"|"7680684900020"|"L04AX04"|"4385"|"Lenalidomid BMS Oral"|"N"|NA|NA|NA|NA|2022-11-01|"68490"
"Bristol-Myers Squibb SA"|"G"|"21377"|"68490003"|"A"|2022-02-01|"Lenalidomid BMS, Kaps 7.5 mg, Blist 21 Stk"|"726.28"|"806.3"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42318"|"N"|"7680684900037"|"L04AX04"|"4385"|"Lenalidomid BMS Oral"|"N"|NA|NA|NA|NA|2022-11-01|"68490"
"Bristol-Myers Squibb SA"|"G"|"21377"|"68490004"|"A"|2022-02-01|"Lenalidomid BMS, Kaps 10 mg, Blist 21 Stk"|"744.81"|"826.45"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42319"|"N"|"7680684900044"|"L04AX04"|"4385"|"Lenalidomid BMS Oral"|"N"|NA|NA|NA|NA|2022-11-01|"68490"
"Bristol-Myers Squibb SA"|"G"|"21377"|"68490005"|"A"|2022-02-01|"Lenalidomid BMS, Kaps 15 mg, Blist 21 Stk"|"782.79"|"867.75"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42320"|"N"|"7680684900051"|"L04AX04"|"4385"|"Lenalidomid BMS Oral"|"N"|NA|NA|NA|NA|2022-11-01|"68490"
"Bristol-Myers Squibb SA"|"G"|"21377"|"68490006"|"A"|2022-02-01|"Lenalidomid BMS, Kaps 20 mg, Blist 21 Stk"|"821.96"|"910.35"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42321"|"N"|"7680684900068"|"L04AX04"|"4385"|"Lenalidomid BMS Oral"|"N"|NA|NA|NA|NA|2022-11-01|"68490"
"Bristol-Myers Squibb SA"|"G"|"21377"|"68490007"|"A"|2022-02-01|"Lenalidomid BMS, Kaps 25 mg, Blist 21 Stk"|"861.14"|"952.95"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42322"|"N"|"7680684900075"|"L04AX04"|"4385"|"Lenalidomid BMS Oral"|"N"|NA|NA|NA|NA|2022-11-01|"68490"
"Devatis AG"|"G"|"21420"|"68518008"|"A"|2024-06-01|"Lenalidomid Devatis, Kaps 2.5 mg, Blist 21 Stk"|"689.23"|"766"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43784"|"N"|"7680685180087"|"L04AX04"|"4410"|"Lenalidomid Devatis Oral"|"N"|NA|NA|NA|NA|2024-06-01|"68518"
"Devatis AG"|"G"|"21420"|"68518009"|"A"|2024-06-01|"Lenalidomid Devatis, Kaps 5 mg, Blist 21 Stk"|"707.76"|"786.15"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43785"|"N"|"7680685180094"|"L04AX04"|"4410"|"Lenalidomid Devatis Oral"|"N"|NA|NA|NA|NA|2024-06-01|"68518"
"Devatis AG"|"G"|"21420"|"68518010"|"A"|2024-06-01|"Lenalidomid Devatis, Kaps 7.5 mg, Blist 21 Stk"|"726.28"|"806.3"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43786"|"N"|"7680685180100"|"L04AX04"|"4410"|"Lenalidomid Devatis Oral"|"N"|NA|NA|NA|NA|2024-06-01|"68518"
"Devatis AG"|"G"|"21420"|"68518011"|"A"|2024-06-01|"Lenalidomid Devatis, Kaps 10 mg, Blist 21 Stk"|"744.81"|"826.45"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43787"|"N"|"7680685180117"|"L04AX04"|"4410"|"Lenalidomid Devatis Oral"|"N"|NA|NA|NA|NA|2024-06-01|"68518"
"Devatis AG"|"G"|"21420"|"68518012"|"A"|2024-06-01|"Lenalidomid Devatis, Kaps 15 mg, Blist 21 Stk"|"782.79"|"867.75"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43788"|"N"|"7680685180124"|"L04AX04"|"4410"|"Lenalidomid Devatis Oral"|"N"|NA|NA|NA|NA|2024-06-01|"68518"
"Devatis AG"|"G"|"21420"|"68518013"|"A"|2024-06-01|"Lenalidomid Devatis, Kaps 20 mg, Blist 21 Stk"|"821.96"|"910.35"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43789"|"N"|"7680685180131"|"L04AX04"|"4410"|"Lenalidomid Devatis Oral"|"N"|NA|NA|NA|NA|2024-06-01|"68518"
"Devatis AG"|"G"|"21420"|"68518014"|"A"|2024-06-01|"Lenalidomid Devatis, Kaps 25 mg, Blist 21 Stk"|"861.14"|"952.95"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43790"|"N"|"7680685180148"|"L04AX04"|"4410"|"Lenalidomid Devatis Oral"|"N"|NA|NA|NA|NA|2024-06-01|"68518"
"Sandoz Pharmaceuticals AG"|"G"|"21312"|"67456008"|"A"|2022-02-01|"Lenalidomid Sandoz, Kaps 2.5 mg, Blist 21 Stk"|"689.23"|"766"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42323"|"N"|"7680674560081"|"L04AX04"|"4386"|"Lenalidomid Sandoz Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67456"
"Sandoz Pharmaceuticals AG"|"G"|"21312"|"67456011"|"A"|2022-02-01|"Lenalidomid Sandoz, Kaps 5 mg, Blist 21 Stk"|"707.76"|"786.15"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42324"|"N"|"7680674560111"|"L04AX04"|"4386"|"Lenalidomid Sandoz Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67456"
