"ZULASSUNGSNUMMER","PRAEPARATENAME","ARZNEIFORM","ATC_CODE","HEILMITTEL_CODE","ZULASSUNGSSTATUS","ZULASSUNGSKATEGORIE","ERSTZULASSUNGSDATUM","BASIS_ZULASSUNGSNUMMER","ABGABEKATEGORIE","IT_NUMMER","ANWENDUNGSGEBIET","ABLAUFDATUM","CHARGENFREIGABE_PFLICHT","EINZELEINFUHR_BEWILLIG_PFLICHT","Praep_Name","anz","ZULASSUNGSINHABERIN"
53401,"Uromitexan Multidose, Injektions-/Infusionslösung","LSIN","V03AF01","S","Z","",1997-08-11,"","B","05.99.0.","Verhütung der Urotoxizität von Oxazaphosphorinen",9999-12-31,"","","uromitexan multidose",NA,"Baxter AG"
53631,"Extraneal, Peritonealdialyselösung","PERI","B05DA","S","Z","",1997-09-02,"","B","05.04.0.","Peritonealdialyse",9999-12-31,"","","extraneal",NA,"Vantive GmbH"
55100,"ClinOleic 20 %, Infusionsemulsion","EMUP","B05BA02","S","Z","",2000-05-25,"","B","07.01.2.","Parenterale Ernährung",9999-12-31,"","","clinoleic 20 %",NA,"Baxter AG"
55295,"Physioneal 40, Peritonealdialyselösung","PERI","B05DB","S","Z","",2000-05-31,"","B","05.04.0.","Peritonealdialyselösung",9999-12-31,"","","physioneal 40",NA,"Vantive GmbH"
55933,"Ringer-Lactat + Glucose 5% Baxter, Infusionslösung","LSPA","B05BB02","S","Z","",2002-07-11,"","B","05.03.3.","Flüssigkeitsersatz",9999-12-31,"","","ringer-lactat + glucose 5% baxter",NA,"Baxter AG"
56078,"Plasma-Lyte A, Infusionslösung","LSINF","B05BB01","S","Z","",2005-03-24,"","B","05.03.2.","Elektrolyt- und Flüssigkeitszufuhr",9999-12-31,"","","plasma-lyte a",NA,"Baxter AG"
56202,"Hemosol B0, Hämofiltrationslösung","HADF","B05ZB","S","Z","",2003-07-03,"","B","05.04.0.","Hämofiltration",9999-12-31,"","","hemosol b0",NA,"Vantive GmbH"
11066,"Fortalis Baume/Balsam, Salbe","SALB","M02AC","S","Z","",1942-07-06,"","D","07.10.4.","Muskelschmerzen",9999-12-31,"","","fortalis baume/balsam",NA,"Perrigo Schweiz AG"
36199,"Cobantril, Kautabletten","KAUT","P02CC01","S","Z","",1971-04-20,"","D","08.05.1.","Anthelmintikum",9999-12-31,"","","cobantril",2,"Perrigo Schweiz AG"
36200,"Cobantril, Suspension","SUOR","P02CC01","S","Z","",1971-05-07,"","D","08.05.1.","Anthelmintikum",9999-12-31,"","","cobantril",2,"Perrigo Schweiz AG"
25441,"Endoxan, Dragées","FILM","L01AA01","S","Z","",1960-08-24,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","endoxan",2,"Baxter AG"
43131,"Glucosalin 2:1 Baxter, Infusionslösung","LSINF","B05BB02","S","Z","",1984-09-08,"","B","05.03.3.","Parenterale Flüssigkeits- und Kalorienzufuhr",9999-12-31,"","","glucosalin 2:1 baxter",NA,"Baxter AG"
43407,"Uromitexan, Injektions-/Infusionslösung","LSIN","V03AF01","S","Z","",1981-03-31,"","B","05.99.0.","Verhütung der Urotoxizität von Oxazaphosphorinen",9999-12-31,"","","uromitexan",2,"Baxter AG"
47953,"Cernevit, Injektionspräparat","PULPA","B05XC","S","Z","",1987-11-27,"","B","07.02.4.","Multivitaminpräparat",9999-12-31,"","","cernevit",NA,"Baxter AG"
49576,"Brevibloc, Injektionslösung/Infusionslösung","LSPA","C07AB09","S","Z","",1990-03-20,"","B","02.03.0.","Betarezeptoren-Blocker",9999-12-31,"","","brevibloc",NA,"Baxter AG"
52459,"Nutrineal PD 4 mit 1.1% Aminosäuren, Peritonealdialyselösung","PERI","B05DB","S","Z","",1995-01-16,"","B","05.04.0.","Peritonealdialyselösung",9999-12-31,"","","nutrineal pd 4 mit 1.1% aminosäuren",NA,"Vantive GmbH"
52611,"Suprane, Flüssigkeit zur Herstellung eines Dampfs zur Inhalation","FLUI","N01AB07","S","Z","",1995-01-09,"","B","01.02.1.","Inhalationsnarkotikum",9999-12-31,"","","suprane",NA,"Baxter AG"
52618,"TISSEEL, 2 Fertigspritzen","PULG","B02BC10","BL","Z","",1994-06-02,"","B","06.99.0.","Gewebekleber und adjuvante Blutstillung bei Operationen

Unterstützung der Wundheilung",9999-12-31,"X","X","tisseel",NA,"Baxter AG"
25442,"Endoxan, Pulver zur Herstellung einer Infusionslösung","PULVI","L01AA01","S","Z","",1960-10-25,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","endoxan",2,"Baxter AG"
35856,"Bleomycin Baxter, Pulver zur Herstellung einer Injektions-/Infusionslösung","PULVII","L01DC01","S","Z","",1970-09-10,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","bleomycin baxter",NA,"Baxter AG"
41181,"Natriumchlorid 0,9 % Baxter, Infusionslösung","LSPA","B05BB01","S","Z","",1979-03-28,"","B","05.03.2.","Parenterale Flüssigkeits- und Kochsalzzufuhr",9999-12-31,"","","natriumchlorid 0",NA,"Baxter AG"
41203,"Glucose Baxter, Infusionslösung","LSINF","B05BA03","S","Z","",1979-03-13,"","B","05.03.1.","Glucose-Therapie",9999-12-31,"","","glucose baxter",NA,"Baxter AG"
41207,"Ringer-Lactat Baxter, Infusionslösung","LSPA","B05BB01","S","Z","",1979-03-13,"","B","05.03.2.","Parenterale Flüssigkeits- und Elektrolytzufuhr",9999-12-31,"","","ringer-lactat baxter",NA,"Baxter AG"
41217,"Holoxan, Trockensubstanz zur intravenösen Infusion","PULPA","L01AA06","S","Z","",1979-09-11,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","holoxan",NA,"Baxter AG"
51750,"Insulin Lilly Huminsulin Basal cartouches 3,0 ml, suspension injectable","SUPA","A10AC01","BT","Z","",1992-12-18,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","insulin lilly huminsulin basal cartouches 3",NA,"Eli Lilly (Suisse) SA"
53052,"Humatrope, poudre et solvant pour solution injectable","PULMJ","H01AC01","BT","Z","",1996-07-09,"","A","07.03.1.","Mangel an Wachstumshormon",9999-12-31,"","","humatrope",NA,"Eli Lilly (Suisse) SA"
53290,"Insulin Lilly Humalog Flacon, solution injectable","LSINJ","A10AB04","BT","Z","",1995-11-23,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","insulin lilly humalog flacon",NA,"Eli Lilly (Suisse) SA"
46347,"Fluctine, gélule","KAHA","N06AB03","S","Z","",1991-03-26,"","B","01.06.0.","",9999-12-31,"","","fluctine",NA,"Eli Lilly (Suisse) SA"
56983,"Cymbalta, gélules gastrorésistantes","KAHAM","N06AX21","S","Z","",2005-11-24,"","B","01.06.0.","Antidepressivum, Schmerzen bei diabetischer Neuropathie, generalisierte Angststörung",9999-12-31,"","","cymbalta",NA,"Eli Lilly (Suisse) SA"
57039,"Alimta, Poudre pour solution à diluer pour perfusion","PULPI","L01BA04","S","Z","",2005-01-21,"","A","07.16.1.","",9999-12-31,"","","alimta",NA,"Eli Lilly (Suisse) SA"
59354,"Insulin Lilly Humalog KwikPen stylo pré-remplies, solution injectable","INLFP","A10AB04","BT","Z","",2009-02-02,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","insulin lilly humalog kwikpen stylo pré-remplies",NA,"Eli Lilly (Suisse) SA"
59355,"Insulin Lilly Humalog Mix 25 KwikPen seringues pré-remplies, suspension injectable","INJFP","A10AB04","BT","Z","",2009-02-02,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","insulin lilly humalog mix 25 kwikpen seringues pré-remplies",NA,"Eli Lilly (Suisse) SA"
59356,"Insulin Lilly Humalog Mix 50 KwikPen seringues pré-remplies, suspension injectable","INJFP","A10AB04","BT","Z","",2009-02-02,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","insulin lilly humalog mix 50 kwikpen seringues pré-remplies",NA,"Eli Lilly (Suisse) SA"
61550,"Insulin Lilly Huminsulin Basal KwikPen stylo prérempli, suspension injectable","INJFP","A10AC01","BT","Z","",2011-08-16,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","insulin lilly huminsulin basal kwikpen stylo prérempli",NA,"Eli Lilly (Suisse) SA"
62169,"Adcirca, comprimés pelliculés","FILM","G04BE08","S","Z","",2011-11-08,"","B","02.07.1.","",9999-12-31,"","","adcirca",NA,"Eli Lilly (Suisse) SA"
62897,"Amyvid, solution pour injection","LSPA","V09AX05","R","Z","",2014-01-09,"","A","17.01.1.","",9999-12-31,"","","amyvid",NA,"Eli Lilly (Suisse) SA"
65067,"Abasaglar cartouche, solution injectable","LSPA","A10AE04","BT","Z","",2015-07-09,"55346","B","07.06.1.","",9999-12-31,"","","abasaglar cartouche",NA,"Eli Lilly (Suisse) SA"
65069,"Abasaglar KwikPen, solution injectable","INLFP","A10AE04","BT","Z","",2015-07-09,"58044","B","07.06.1.","",9999-12-31,"","","abasaglar kwikpen",NA,"Eli Lilly (Suisse) SA"
65206,"Cyramza, concentré pour solution de perfusion","KOPA","L01FG02","BT","Z","",2015-10-29,"","A","07.16.1.","Onkologikum",9999-12-31,"","","cyramza",NA,"Eli Lilly (Suisse) SA"
65236,"Trulicity, solution injectable stylo pré-remplie à usage unique","INLFP","A10BJ05","BT","Z","",2015-05-06,"","B","07.06.","",9999-12-31,"","","trulicity",NA,"Eli Lilly (Suisse) SA"
65906,"Taltz, solution injectable en seringue préremplie","INLFS","L04AC13","BT","Z","",2016-12-12,"","B","07.15.0.","Plaque-Psoriasis bei Erwachsenen, Psoriasis-Arthritis, Plaque-Psoriasis bei Kindern und Jugendlichen ab 6 Jahren mit einem Körpergewicht von mindestens 25 kg, Ankylosierende Spondylitis, Nicht-radiographische axiale Spondyloarthritis",9999-12-31,"","","taltz",2,"Eli Lilly (Suisse) SA"
65907,"Taltz, solution injectable en stylo prérempli","INLFP","L04AC13","BT","Z","",2016-12-12,"","B","07.15.0.","Plaque-Psoriasis bei Erwachsenen, Psoriasis-Arthritis, Plaque-Psoriasis bei Kindern und Jugendlichen ab 6 Jahren mit einem Körpergewicht von mindestens 25 kg, Ankylosierende Spondylitis, Nicht-radiographische axiale Spondyloarthritis",9999-12-31,"","","taltz",2,"Eli Lilly (Suisse) SA"
56018,"Cialis, comprimés filmés","FILM","G04BE08","S","Z","",2004-05-04,"","B","05.99.0.","Erektile Dysfunktion",9999-12-31,"","","cialis",NA,"Eli Lilly (Suisse) SA"
53553,"Insulin Lilly Humalog cartouches, solution injectable","LSILP","A10AB04","BT","Z","",1995-11-23,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","insulin lilly humalog cartouches",NA,"Eli Lilly (Suisse) SA"
53709,"Zyprexa, Filmtabletten","FILM","N05AH03","S","Z","",1997-06-25,"","B","01.05.0.","Neuroleptikum",9999-12-31,"","","zyprexa",2,"Cheplapharm Schweiz GmbH"
54762,"Insulin Lilly Humalog Mix 25 cartouches 3,0 mL, suspension injectable","SUPAT","A10AB04","BT","Z","",1998-09-16,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","insulin lilly humalog mix 25 cartouches 3",NA,"Eli Lilly (Suisse) SA"
54763,"Insulin Lilly Humalog Mix 50 cartouches 3.0 mL, suspension injectable","SUPAT","A10AB04","BT","Z","",1998-09-16,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","insulin lilly humalog mix 50 cartouches 3.0 ml",NA,"Eli Lilly (Suisse) SA"
55311,"Zyprexa Velotab, Schmelztabletten","SCHM","N05AH03","S","Z","",2000-06-28,"","B","01.05.0.","Neuroleptikum",9999-12-31,"","","zyprexa velotab",NA,"Cheplapharm Schweiz GmbH"
55692,"Zyprexa, Pulver zur Herstellung einer Injektionslösung","PULP","N05AH03","S","Z","",2001-12-20,"","B","01.05.0.","Neuroleptikum",9999-12-31,"","","zyprexa",2,"Cheplapharm Schweiz GmbH"
56007,"Forsteo, solution injectable en stylo prérempli","LSPA","H05AA02","BT","Z","",2003-08-08,"","B","07.99.0.","Postmenopausale Osteoporose bei Frauen; primäre und hypogonadale Osteoporose bei Männern. Glukokortikoid-induzierte Osteoporose beiErwachsenen mit erhöhtem Frakturrisiko.",9999-12-31,"","","forsteo",NA,"Eli Lilly (Suisse) SA"
66215,"Olumiant, comprimés pelliculés","FILM","L04AA37","S","Z","",2017-06-19,"","B","07.15.0.","",9999-12-31,"","","olumiant",NA,"Eli Lilly (Suisse) SA"
8653,"Hametum, Salbe","SALB","D03AX","P","Z","",1937-03-30,"","D","10.06.0.","Bei kleineren Hautverletzungen",9999-12-31,"","","hametum",NA,"Schwabe Pharma AG"
45197,"Laxiplant soft, Granulat","GRAO","A06AC01","P","Z","",1983-06-09,"","D","04.08.13","Bei Neigung zu Verstopfung",9999-12-31,"","","laxiplant soft",NA,"Schwabe Pharma AG"
58544,"Hyperiplant Rx, Filmtabletten","FILM","N06AX","P","Z","",2010-02-12,"","B","01.06.0.","Bei leichten bis mittelschweren vorübergehenden depressiven Störungen",9999-12-31,"","","hyperiplant rx",NA,"Schwabe Pharma AG"
58900,"Tebofortin intens 120 / uno 240, Filmtabletten","FILM","N06DX02","P","Z","",2009-12-18,"","D","02.97.0.","Bei nachlassender geistiger Leistungsfähigkeit (bei Arteriosklerose-Beschwerden)",9999-12-31,"","","tebofortin intens 120 / uno 240",NA,"Schwabe Pharma AG"
59165,"Vitango, Filmtabletten","FILM","A13A","P","Z","",2010-05-31,"","D","07.98.0.","Traditionsgemäss zur Linderung körperlicher und geistiger Symptome bei Stress und Überarbeitung, wie z.B. Müdigkeit, Erschöpfung, Reizbarkeit und Anspannung.",9999-12-31,"","","vitango",NA,"Schwabe Pharma AG"
60060,"Kaloba, Tropfen zum Einnehmen","TROF","R05X","P","Z","",2009-03-17,"","D","03.05.0.","Akute Bronchitis",9999-12-31,"","","kaloba",2,"Schwabe Pharma AG"
61350,"Umckaloabo, Filmtabletten","FILM","R05X","P","Z","",2012-03-14,"","D","03.05.0.","Symptomatische Behandlung einer akuten Bronchitis",9999-12-31,"","","umckaloabo",3,"Schwabe Pharma AG"
63019,"Lasea, Kapseln","KAPWE","N05BX05","P","Z","",2016-05-20,"","D","01.04.1.","bei Ängstlichkeit und Unruhe",9999-12-31,"","","lasea",NA,"Schwabe Pharma AG"
65855,"Hametum-Haemo, Suppositorien","SUPP","C05AX03","P","Z","",2015-08-20,"","D","02.09.1.","Traditionsgemäss bei Hämorrhoiden",9999-12-31,"","","hametum-haemo",NA,"Schwabe Pharma AG"
66329,"Prostaplant-F, Weichkapseln","KAPWE","G04CX02","P","Z","",2016-12-21,"","B","05.98.0.","Zur Linderung von Beschwerden infolge benigner Prostatahyperplasie",9999-12-31,"","","prostaplant-f",NA,"Schwabe Pharma AG"
66500,"Laitea, Kapseln","KAPS","N05BX05","P","Z","",2017-01-10,"","D","01.04.1.","bei Ängstlichkeit und Unruhe",9999-12-31,"","","laitea",NA,"Schwabe Pharma AG"
67127,"Gaspan, magensaftresistente Weichkapsel","KAPWE","A03A","P","Z","",2019-10-02,"","D","04.99.0.","bei Blähungen, Druck- und Völlegefühl in der Bauchgegend mit leichten Krämpfen",9999-12-31,"","","gaspan",NA,"Schwabe Pharma AG"
67161,"Carmenthin, magensaftresistente Weichkapsel","KAPWE","A03A","P","Z","",2019-11-14,"","B","04.99.0.","Bei funktioneller Dyspepsie (FD) mit epigastrischem Schmerz, leichten Krämpfen, Blähungen und Völlegefühl",9999-12-31,"","","carmenthin",NA,"Schwabe Pharma AG"
67360,"Umckaloabo, Sirup","SIRU","R05X","P","Z","",2020-11-27,"","D","03.99.0.","Symptomatische Behandlung einer akuten Bronchitis",2025-11-26,"","","umckaloabo",3,"Schwabe Pharma AG"
67425,"Kaloba, Sirup","SIRU","R05X","P","Z","",2020-12-11,"","D","03.05.0.","Symptomatische Behandlung einer akuten Bronchitis",2025-12-10,"","","kaloba",2,"Schwabe Pharma AG"
57602,"Umckaloabo, Tropfen zum Einnehmen","TROF","R05X","P","Z","",2007-07-10,"","D","03.05.0.","Symptomatische Behandlung einer akuten Bronchitis",9999-12-31,"","","umckaloabo",3,"Schwabe Pharma AG"
55921,"Cardiplant 450, Filmtabletten","FILM","C01EB04","P","Z","",2002-10-18,"","D","02.98.0.","Bei nervösen Herzbeschwerden",9999-12-31,"","","cardiplant 450",NA,"Schwabe Pharma AG"
52326,"Dormiplant, Filmtabletten","TAB","N05CX","P","Z","",1993-11-12,"","D","01.04.2.","Bei Einschlafschwierigkeiten",9999-12-31,"","","dormiplant",NA,"Schwabe Pharma AG"
52624,"Prostagutt F, Kapseln","KAPS","G04CX02","P","Z","",1995-04-27,"","D","05.98.0.","Bei beginnender Prostatavergrösserung",9999-12-31,"","","prostagutt f",NA,"Schwabe Pharma AG"
54534,"Tebokan, Filmtabletten","FILM","N06DX02","P","Z","",2000-12-19,"","B","02.97.0.","Bei nachlassender geistiger Leistungsfähigkeit; bei Claudicatio intermittens; bei Vertigo und Tinnitus",9999-12-31,"","","tebokan",NA,"Schwabe Pharma AG"
55409,"Prostagutt uno, Kapseln","KAPS","G04CX02","P","Z","",2001-12-20,"","D","05.98.0.","Bei beginnenden Prostatabeschwerden",9999-12-31,"","","prostagutt uno",NA,"Schwabe Pharma AG"
67026,"Emgality, solution injectable en stylo prérempli","INLFP","N02CD02","BT","Z","",2019-03-29,"","B","02.05.1.","",9999-12-31,"","","emgality",NA,"Eli Lilly (Suisse) SA"
52377,"Madopar LIQ, Tabletten zur Herstellung einer Suspension zum Einnehmen","TABSU","N04BA02","S","Z","",1994-02-24,"","B","01.08.0.","Morbus Parkinson, Restless Legs-Syndrom",9999-12-31,"","","madopar liq",NA,"Roche Pharma (Schweiz) AG"
52623,"Pulmozyme, Inhalationslösung","LSVE","R05CB13","BT","Z","",1994-04-28,"","B","03.02.0.","Zystische Fibrose, in Kombination mit einer Standardtherapie",9999-12-31,"","","pulmozyme",NA,"Roche Pharma (Schweiz) AG"
48593,"Madopar HBS, Kapseln","RETH","N04BA02","S","Z","",1987-06-18,"","B","01.08.0.","Morbus Parkinson, Restless Legs-Syndrom",9999-12-31,"","","madopar hbs",NA,"Roche Pharma (Schweiz) AG"
55065,"Herceptin, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung","LSPA","L01FD01","BT","Z","",1999-07-29,"","A","07.16.1.","Metastasiertes Mammakarzinom, Mammakarzinom im Frühstadium, Magenkarzinom und Karzinom des gastroösophagealen Übergangs",9999-12-31,"","","herceptin",NA,"Roche Pharma (Schweiz) AG"
55196,"Tamiflu, Kapseln","KAHA","J05AH02","S","Z","",1999-09-21,"","B","08.03.0.","Influenza A und B",9999-12-31,"","","tamiflu",2,"Roche Pharma (Schweiz) AG"
55585,"Pegasys, Injektionslösung in einer Fertigspritze","INLFS","L03AB11","BT","Z","",2001-07-05,"","A","08.03.0.","Chronische Hepatitis B; chronische Hepatitis C",9999-12-31,"","","pegasys",2,"CPS Cito Pharma Services GmbH"
55905,"Valcyte, Filmtabletten","FILM","J05AB14","S","Z","",2001-12-27,"","A","08.03.0.","Virostaticum",9999-12-31,"","","valcyte",2,"Cheplapharm Schweiz GmbH"
56176,"Tamiflu, Pulver zur Herstellung einer Suspension zum Einnehmen","PULS","J05AH02","S","Z","",2004-02-02,"","B","08.03.0.","Therapie und Prophylaxe der Influenza",9999-12-31,"","","tamiflu",2,"Roche Pharma (Schweiz) AG"
56922,"Avastin, Konzentrat zur Herstellung einer Infusionslösung","KOPA","L01FG01","BT","Z","",2004-12-16,"","A","07.16.1.","Metastasiertes Kolon- oder Rektumkarzinom; metastasiertes Mammakarzinom; fortgeschrittenes, metastasiertes oder rezidivierendes nicht-kleinzelliges Lungenkarzinom (NSCLC); fortgeschrittenes und/oder metastasierendes Nierenzellkarzinom; Glioblastom (WHO Grad IV); Ovarialkarzinom, Eileiterkarzinom, primäres Peritonealkarzinom; Zervixkarzinom",9999-12-31,"","","avastin",NA,"Roche Pharma (Schweiz) AG"
57266,"Tarceva, Filmtabletten","FILM","L01EB02","S","Z","",2005-03-21,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","tarceva",NA,"Cheplapharm Schweiz GmbH"
57860,"Mircera, Injektionslösung in einer Fertigspritze","INLFS","B03XA03","BT","Z","",2007-09-27,"","A","06.07.3.","Stimulierung der Erythropoese",9999-12-31,"","","mircera",NA,"Roche Pharma (Schweiz) AG"
58134,"Valcyte, Pulver zur Herstellung einer oralen Lösung","PULO","J05AB14","S","Z","",2008-10-29,"","A","08.03.0.","Virostaticum",9999-12-31,"","","valcyte",2,"Cheplapharm Schweiz GmbH"
58868,"Actemra, Konzentrat zur Herstellung einer Infusionslösung","LSPA","L04AC07","BT","Z","",2008-12-02,"","A","07.15.0.","Rheumatoide Arthritis. Systemische juvenile idiopathische Arthritis. Polyartikuläre juvenile idiopathische Arthritis. Zytokinfreisetzungssyndrom.",9999-12-31,"","","actemra",3,"Roche Pharma (Schweiz) AG"
60086,"Konakion MM, Lösung zur Injektion","LSPA","B02BA01","S","BA","",2008-12-23,"","B","06.04.0.","Hypoprothrombinämie, Antidot gegen Anticoagulantien vom Dicumarol-Typus",2009-01-31,"","","konakion mm",2,"Roche Pharma (Schweiz) AG"
62139,"Zelboraf, Filmtabletten","FILM","L01EC01","S","Z","",2011-10-18,"","A","07.16.1.","Behandlung von nicht resezierbaren oder metastasierten Melanom Patienten mit einer BRAF V600 Mutation",9999-12-31,"","","zelboraf",NA,"Roche Pharma (Schweiz) AG"
54766,"Recormon PS, Fertigspritzen","INFFS","B03XA01","BT","Z","",1998-09-29,"","A","06.07.3.","Stimulierung der Erythropoese",9999-12-31,"","","recormon ps",NA,"Roche Pharma (Schweiz) AG"
54701,"Cellcept, Pulver zur Herstellung einer Suspension zum Einnehmen","PULS","L04AA06","S","Z","",1999-06-14,"","B","07.15.0.","Immunsuppressivum",9999-12-31,"","","cellcept",9,"Roche Pharma (Schweiz) AG"
54657,"Xeloda, Filmtabletten","FILM","L01BC06","S","Z","",1998-06-10,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","xeloda",NA,"Cheplapharm Schweiz GmbH"
53337,"Cellcept 250 mg, Kapseln","KAPS","L04AA06","S","Z","",1995-11-03,"","B","07.15.0.","Immunsuppressivum",9999-12-31,"","","cellcept 250 mg",NA,"Roche Pharma (Schweiz) AG"
53338,"Cellcept 500 mg, Filmtabletten","FILM","L04AA06","S","Z","",1995-11-03,"","B","07.15.0.","Immunsuppressivum",9999-12-31,"","","cellcept 500 mg",NA,"Roche Pharma (Schweiz) AG"
53493,"Madopar DR, Tabletten","RETT","N04BA02","S","Z","",1996-10-29,"","B","01.08.0.","Morbus Parkinson, Restless Legs-Syndrom",9999-12-31,"","","madopar dr",NA,"Roche Pharma (Schweiz) AG"
54378,"MabThera, Konzentrat zur Herstellung einer Infusionslösung","KOPA","L01FA01","BT","Z","",1997-11-27,"","A","07.16.1.","Non-Hodgkin-Lymphom, Rheumatoide Arthritis,  ANCA-assoziierte Vasculitis",9999-12-31,"","","mabthera",NA,"Roche Pharma (Schweiz) AG"
54688,"Cellcept i.v., Lyophilisat zur Herstellung einer Infusionslösung","PULPA","L04AA06","S","Z","",1998-08-31,"","B","07.15.0.","Immunsuppressivum",9999-12-31,"","","cellcept i.v.",NA,"Roche Pharma (Schweiz) AG"
66833,"Verzenios, comprimés filmés","FILM","L01EF03","S","Z","",2019-05-21,"","A","07.16.1.","",9999-12-31,"","","verzenios",NA,"Eli Lilly (Suisse) SA"
28840,"Valium, Tabletten","TAB","N05BA01","S","Z","",1962-04-06,"","B","01.04.1.","Anxiolytikum",9999-12-31,"","","valium",NA,"Atnahs Pharma Switzerland AG"
30433,"Valium 10 mg, Injektionslösung","LSINJ","N05BA01","S","Z","",1963-11-22,"","B","01.04.1.","Anxiolytikum",9999-12-31,"","","valium 10 mg",NA,"Atnahs Pharma Switzerland AG"
37756,"Rivotril, Konzentrat und Lösungsmittel zur Herstellung einer Injektions-/Infusionslösung","KSIN","N03AE01","S","Z","",1973-06-27,"","B","01.07.1.","Antiepileptikum",9999-12-31,"","","rivotril",3,"Cheplapharm Schweiz GmbH"
37757,"Rivotril, Tabletten","TAB","N03AE01","S","Z","",1973-06-27,"","B","01.07.1.","Antiepileptikum",9999-12-31,"","","rivotril",3,"Cheplapharm Schweiz GmbH"
37758,"Rivotril, Tropfen zum Einnehmen, Lösung","TROL","N03AE01","S","Z","",1973-06-27,"","B","01.07.1.","Antiepileptikum",9999-12-31,"","","rivotril",3,"Cheplapharm Schweiz GmbH"
67209,"Tadalafil Menarini, Filmtabletten","FILM","G04BE08","S","Z","",2018-09-19,"","B","05.99.0.","Erektile Dysfunktion",9999-12-31,"","","tadalafil menarini",NA,"A. Menarini GmbH"
67465,"Baqsimi, Nasenpulver","NASP","H04AA01","S","Z","",2020-06-11,"","B","07.06.3.","schwere Hypoglykämie",9999-12-31,"","","baqsimi",NA,"Future Health Pharma GmbH"
67550,"Lyumjev, solution pour injection","LSPA","A10AB04","BT","Z","",2020-12-03,"","B","07.06.1.","",2025-12-02,"","","lyumjev",NA,"Eli Lilly (Suisse) SA"
67793,"Lyumjev cartouches, solution injectable","LSPA","A10AB04","BT","Z","",2020-12-03,"","B","07.06.1.","",2025-12-02,"","","lyumjev cartouches",NA,"Eli Lilly (Suisse) SA"
67794,"Lyumjev KwikPen, solution injectable","LSPA","A10AB04","BT","Z","",2020-12-03,"","B","07.06.1.","",2025-12-02,"","","lyumjev kwikpen",NA,"Eli Lilly (Suisse) SA"
38096,"Madopar, Kapseln","KAHA","N04BA02","S","Z","",1973-06-27,"","B","01.08.0.","Morbus Parkinson, Restless Legs-Syndrom",9999-12-31,"","","madopar",2,"Roche Pharma (Schweiz) AG"
43593,"Madopar, Tabletten","TAB","N04BA02","S","Z","",1981-01-27,"","B","01.08.0.","Morbus Parkinson, Restless Legs-Syndrom",9999-12-31,"","","madopar",2,"Roche Pharma (Schweiz) AG"
44625,"Rocephin, Pulver und Lösungsmittel zur Herstellung einer Injektions-/Infusionslösung","PULPA","J01DD04","S","Z","",1982-05-27,"","A","08.01.3.","Infektionskrankheiten",9999-12-31,"","","rocephin",NA,"Roche Pharma (Schweiz) AG"
45307,"Roaccutan, Kapseln","KAPWE","D10BA01","S","Z","",1983-06-15,"","A","10.02.0.","Schwere therapieresistente Formen von Akne",9999-12-31,"","","roaccutan",2,"Cheplapharm Schweiz GmbH"
51851,"Spagyrom Halsschmerzen, Lutschtabletten","LUTT","R02A","P","Z","",1996-02-20,"","D","12.03.2.","Bei Halsschmerzen, Schluckbeschwerden",9999-12-31,"","","spagyrom halsschmerzen",NA,"Spagyros AG"
57752,"Echinarom Erkältungskrankheiten, Tropfen zum Einnehmen","TROF","R05X","P","Z","C",2006-08-11,"47406","D","03.99.0.","Zur unterstützenden Behandlung bei Erkältungen",9999-12-31,"","","echinarom erkältungskrankheiten",NA,"Spagyros AG"
39805,"Amikin, Konzentrat zur Herstellung einer Infusionslösung (i.v.) bzw. Injektionslösung (i.m.)","LSPA","J01GB06","S","Z","",1976-05-25,"","A","08.01.7.","Infektionskrankheiten",9999-12-31,"","","amikin",NA,"Ewopharma AG"
66556,"Feraccru, Kapseln","KAPS","B03AB10","S","Z","",2017-09-22,"","B","06.07.1.","Eisenmangel bei nachgewiesenem Eisenmangel",9999-12-31,"","","feraccru",NA,"Medius AG"
47406,"Spagyrom Erkältungskrankheiten, Tropfen zum Einnehmen","TROF","R05X","P","Z","",1987-06-22,"","D","03.99.0.","Zur unterstützenden Behandlung bei Erkältungen",9999-12-31,"","","spagyrom erkältungskrankheiten",NA,"Spagyros AG"
45185,"Benzac, Gel","GELK","D10AE01","S","Z","",1983-05-10,"","D","10.02.0.","Akne vulgaris",9999-12-31,"","","benzac",NA,"Galderma SA"
